,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ignore,Slice #,Parent Sample ID,polar tare (5ml tube),polar+tare,g  polar ext,g polar FTMS A,BoxID,Status,g polar FTMS B,BoxID,Status,g polar FTMS C,BoxID,Status,g polar ICMS A,BoxID,Status,g polar ICMS B,BoxID,Status,g polar NMR A,BoxID,Status,g polar NMR B,BoxID,Status,ratio (polar for NMR A),ratio (polar for NMR B),notes,,FT est. (1/16),IC est. (1/8),NMR est. (1/2 remain),,NMR storage protocol,ICMS storage protocol,,,,,,,,
,01,01_A0_Spleen_naive_0days_170427_UKy_GCH_rep1,3.1476,4.8772,1.7296,0.09830000000000005,analytical_box2,STORED,0.10559999999999992,analytical_box2,STORED,0.10610000000000008,analytical_box2,STORED,0.20839999999999992,analytical_box3,Used/Discarded,0.20830000000000015,analytical_box3,STORED,0.8091999999999997,analytical_box4,run,0.12929999999999997,analytical_box4,STORED,0.46785383903792765,0.07475716928769656,,01,0.1081,0.2162,0.50145,,NMR_file_storage1,ICMS_file_storage1,,,,,,,,
,02,02_A1_Spleen_naive_0days_170427_UKy_GCH_rep2,3.1782,4.849,1.6708000000000003,0.09830000000000005,analytical_box2,STORED,0.09730000000000016,analytical_box2,STORED,0.09519999999999995,analytical_box2,STORED,0.20009999999999994,analytical_box3,Used/Discarded,0.19490000000000007,analytical_box3,STORED,0.8049000000000002,analytical_box4,run,3.2862,analytical_box4,STORED,0.48174527172611925,1.9668422312664589,,02,0.10442500000000002,0.20885000000000004,0.49250000000000005,,NMR_file_storage2,ICMS_file_storage2,,,,,,,,
,03,03_A2_Spleen_naive_0days_170427_UKy_GCH_rep3,3.1621,4.8485,1.6863999999999995,0.10289999999999999,analytical_box2,STORED,0.10410000000000008,analytical_box2,STORED,0.09780000000000011,analytical_box2,STORED,0.19510000000000005,analytical_box3,Used/Discarded,0.20429999999999993,analytical_box3,STORED,0.8131000000000002,analytical_box4,run,0.14389999999999992,analytical_box4,STORED,0.48215132827324503,0.08532969639468689,,03,0.10539999999999997,0.21079999999999993,0.49109999999999965,,NMR_file_storage3,ICMS_file_storage3,,,,,,,,
,04,04_B0_Spleen_syngenic_42days_170427_UKy_GCH_rep1,3.1479,4.7828,1.6349,0.0938000000000001,analytical_box2,STORED,0.09579999999999989,analytical_box2,STORED,0.09329999999999994,analytical_box2,STORED,0.1885000000000001,analytical_box3,Used/Discarded,0.1936,analytical_box3,STORED,0.7723999999999998,analytical_box4,run,0.14080000000000004,analytical_box4,STORED,0.47244479784696297,0.08612147531959144,,04,0.10218125,0.2043625,0.48495,,NMR_file_storage4,ICMS_file_storage4,,,,,,,,
,05,05_B1_Spleen_syngenic_42days_170427_UKy_GCH_rep2,3.1685,4.9067,1.7382,0.0938000000000001,analytical_box2,STORED,0.09939999999999993,analytical_box2,STORED,0.10000000000000009,analytical_box2,STORED,0.20100000000000007,analytical_box3,Used/Discarded,0.20030000000000014,analytical_box3,STORED,0.8440000000000001,analytical_box4,run,0.15470000000000006,analytical_box4,STORED,0.4855597744793465,0.08900011506155797,,05,0.1086375,0.217275,0.5218499999999998,,NMR_file_storage5,ICMS_file_storage5,,,,,,,,
,06,06_B2_Spleen_syngenic_42days_170427_UKy_GCH_rep3,3.1735,4.8483,1.6747999999999998,0.10029999999999983,analytical_box2,STORED,0.09140000000000015,analytical_box2,STORED,0.09110000000000018,analytical_box2,STORED,0.20000000000000018,analytical_box3,Used/Discarded,0.18910000000000027,analytical_box3,STORED,0.8069000000000002,analytical_box4,run,0.14280000000000004,analytical_box4,STORED,0.4817888703128733,0.08526391210890856,,06,0.10467499999999999,0.20934999999999998,0.5014499999999996,,NMR_file_storage6,ICMS_file_storage6,,,,,,,,
,07,07_C1-1_Spleen_allogenic_42days_170427_UKy_GCH_rep1,3.1764,4.7631,1.5866999999999996,0.09799999999999986,analytical_box2,STORED,0.09160000000000013,analytical_box2,STORED,0.09200000000000008,analytical_box2,STORED,0.18589999999999973,analytical_box3,Used/Discarded,0.18680000000000008,analytical_box3,STORED,0.7766999999999997,analytical_box4,run,0.1268999999999998,analytical_box4,STORED,0.4895065229722064,0.07997731140102088,,07,0.09916874999999997,0.19833749999999994,0.46619999999999984,,NMR_file_storage7,ICMS_file_storage7,,,,,,,,
,08,08_C1-2_Spleen_allogenic_42days_170427_UKy_GCH_rep2,3.1617,4.8176,1.6558999999999995,0.09549999999999992,analytical_box2,STORED,0.09570000000000012,analytical_box2,STORED,0.09429999999999983,analytical_box2,STORED,0.1981999999999997,analytical_box3,Used/Discarded,0.1921999999999997,analytical_box3,STORED,0.8232999999999999,analytical_box4,run,0.13139999999999996,analytical_box4,STORED,0.49719185941180033,0.07935261791170965,,08,0.10349374999999997,0.20698749999999994,0.4900000000000001,,NMR_file_storage8,ICMS_file_storage8,,,,,,,,
,09,09_C2-0_Spleen_allogenic_42days_170427_UKy_GCH_rep1,3.1552,4.7521,1.5969000000000007,0.1212000000000002,analytical_box2,STORED,0.1055,analytical_box2,STORED,0.1043,analytical_box2,STORED,0.195,analytical_box3,Used/Discarded,0.1923,analytical_box3,STORED,0.7538,analytical_box4,run,0.1243,analytical_box4,STORED,0.47203957667981694,0.07783831172897486,,09,0.09980625000000004,0.19961250000000008,0.4393000000000002,,NMR_file_storage9,ICMS_file_storage9,,,,,,,,
,10,10_B1-0_Spleen_syngenic_7days_170427_UKy_GCH_rep1,3.1624,4.762,1.5995999999999997,0.096,analytical_box2,STORED,0.0939,analytical_box2,STORED,0.0952,analytical_box2,STORED,0.1947,analytical_box3,Used/Discarded,0.1839,analytical_box3,STORED,0.7457,analytical_box4,run,0.1602,analytical_box4,STORED,0.46617904476119043,0.10015003750937737,,10,0.09997499999999998,0.19994999999999996,0.46794999999999987,,NMR_file_storage10,ICMS_file_storage10,,,,,,,,
,11,11_B1-1_Spleen_syngenic_7days_170427_UKy_GCH_rep2,3.1566,4.76,1.6033999999999997,0.0939,analytical_box2,STORED,0.0985,analytical_box2,STORED,0.1001,analytical_box2,STORED,0.1897,analytical_box3,Used/Discarded,0.1929,analytical_box3,STORED,0.7434,analytical_box4,run,0.1992,analytical_box4,STORED,0.46363976549831615,0.12423599850318076,,11,0.10021249999999998,0.20042499999999996,0.4641499999999999,,NMR_file_storage11,ICMS_file_storage11,,,,,,,,
,12,12_B1-2_Spleen_syngenic_7days_170427_UKy_GCH_rep3,3.1494,4.7672,1.6178,0.0986,analytical_box2,STORED,0.0971,analytical_box2,STORED,0.0985,analytical_box2,STORED,0.1955,analytical_box3,Used/Discarded,0.1942,analytical_box3,STORED,0.7406,analytical_box4,run,0.1783,analytical_box4,STORED,0.4577821733217951,0.11021139819507973,,12,0.1011125,0.202225,0.4669499999999999,,NMR_file_storage12,ICMS_file_storage12,,,,,,,,
,13,13_C1-1_Spleen_allogenic_7days_170427_UKy_GCH_rep1,3.1643,3.8192,0.6549,0.0373,analytical_box2,STORED,0.0398,analytical_box2,STORED,0.0409,analytical_box2,STORED,0.0788,analytical_box3,Used/Discarded,0.0788,analytical_box3,STORED,0.3022,analytical_box4,run,0.0556,analytical_box4,STORED,0.46144449534280046,0.0848984577798137,,13,0.04093125,0.0818625,0.18965000000000004,,NMR_file_storage13,ICMS_file_storage13,,,,,,,,
,14,14_C1-2_Spleen_allogenic_7days_170427_UKy_GCH_rep2,3.1776,3.9125,0.7349000000000001,0.0435,analytical_box2,STORED,0.0447,analytical_box2,STORED,0.0433,analytical_box2,STORED,0.0888,analytical_box3,Used/Discarded,0.0848,analytical_box3,STORED,0.3402,analytical_box4,run,0.0696,analytical_box4,STORED,0.46292012518710024,0.09470676282487411,,14,0.04593125000000001,0.09186250000000001,0.21490000000000006,,NMR_file_storage14,ICMS_file_storage14,,,,,,,,
,15,15_C1-20_Spleen_allogenic_7days_170427_UKy_GCH_rep3,3.16,4.6167,1.4566999999999997,0.0865,analytical_box2,STORED,0.0898,analytical_box2,STORED,0.0885,analytical_box2,STORED,0.1781,analytical_box3,Used/Discarded,0.1741,analytical_box3,STORED,0.6794,analytical_box4,run,0.1366,analytical_box4,STORED,0.46639664996224356,0.0937735978581726,,15,0.09104374999999998,0.18208749999999996,0.4198499999999998,,NMR_file_storage15,ICMS_file_storage15,,,,,,,,
,16,16_A0_Lung_naive_0days_170427_UKy_GCH_rep1,3.1658,4.8629,1.6970999999999998,0.0985,analytical_box2,STORED,0.0979,analytical_box2,STORED,0.0979,analytical_box2,STORED,0.1968,analytical_box3,Used/Discarded,0.1942,analytical_box3,STORED,0.3883,analytical_box4,run,0.6024,analytical_box4,STORED,0.228802074126451,0.3549584585469331,,16,0.10606874999999999,0.21213749999999998,0.5058999999999999,,NMR_file_storage16,ICMS_file_storage16,,,,,,,,
,17,17_A1_Lung_naive_0days_170427_UKy_GCH_rep2,3.1444,4.8054,1.6609999999999996,0.0913,analytical_box2,STORED,0.0884,analytical_box2,STORED,0.0925,analytical_box2,STORED,0.1936,analytical_box3,Used/Discarded,0.1936,analytical_box3,STORED,0.3436,analytical_box4,run,0.5378,analytical_box4,STORED,0.2068633353401566,0.3237808549066828,,17,0.10381249999999997,0.20762499999999995,0.5007999999999998,,NMR_file_storage17,ICMS_file_storage17,,,,,,,,
,18,18_A2_Lung_naive_0days_170427_UKy_GCH_rep3,3.1646,4.842,1.6773999999999996,0.0993,analytical_box2,STORED,0.0886,analytical_box2,STORED,0.0944,analytical_box2,STORED,0.1918,analytical_box3,Used/Discarded,0.1988,analytical_box3,STORED,0.3862,analytical_box4,run,0.5752,analytical_box4,STORED,0.23023727196852276,0.34291164898056525,,18,0.10483749999999997,0.20967499999999994,0.5022499999999999,,NMR_file_storage18,ICMS_file_storage18,,,,,,,,
,19,19_B0_Lung_syngenic_42days_170427_UKy_GCH_rep1,3.1733,4.8729,1.6995999999999998,0.0974,analytical_box2,STORED,0.0916,analytical_box2,STORED,0.0921,analytical_box2,STORED,0.1941,analytical_box3,Used/Discarded,0.1916,analytical_box3,STORED,0.3682,analytical_box4,run,0.6096,analytical_box4,STORED,0.2166392092257002,0.35867262885384804,,19,0.10622499999999999,0.21244999999999997,0.5163999999999999,,NMR_file_storage19,ICMS_file_storage19,,,,,,,,
,20,20_B1_Lung_syngenic_42days_170427_UKy_GCH_rep2,3.1785,4.8677,1.6892,0.0973,analytical_box2,STORED,0.0951,analytical_box2,STORED,0.0973,analytical_box2,STORED,0.1844,analytical_box3,Used/Discarded,0.1744,analytical_box3,STORED,0.3852,analytical_box4,run,0.617,analytical_box4,STORED,0.22803694056358037,0.3652616623253611,,20,0.105575,0.21115,0.52035,,NMR_file_storage20,ICMS_file_storage20,,,,,,,,
,21,21_B2_Lung_syngenic_42days_170427_UKy_GCH_rep3,3.1633,4.8661,1.7028000000000003,0.0979,analytical_box2,STORED,0.0966,analytical_box2,STORED,0.0927,analytical_box2,STORED,0.1942,analytical_box3,Used/Discarded,0.1869,analytical_box3,STORED,0.3756,analytical_box4,run,0.605,analytical_box4,STORED,0.2205778717406624,0.35529715762273895,,21,0.10642500000000002,0.21285000000000004,0.5172500000000001,,NMR_file_storage21,ICMS_file_storage21,,,,,,,,
,22,22_C1-1_Lung_allogenic_42days_170427_UKy_GCH_rep1,3.1583,4.8221,1.6637999999999997,0.0976,analytical_box2,STORED,0.0951,analytical_box2,STORED,0.0947,analytical_box2,STORED,0.1957,analytical_box3,Used/Discarded,0.1869,analytical_box3,STORED,0.3871,analytical_box4,run,0.563,analytical_box4,STORED,0.23266017550186324,0.33838201706935933,,22,0.10398749999999998,0.20797499999999997,0.4968999999999999,,NMR_file_storage22,ICMS_file_storage22,,,,,,,,
,23,23_C1-2_Lung_allogenic_42days_170427_UKy_GCH_rep2,3.1567,4.8406,1.6839000000000004,0.0955,analytical_box2,STORED,0.0933,analytical_box2,STORED,0.0969,analytical_box2,STORED,0.1914,analytical_box3,Used/Discarded,0.1848,analytical_box3,STORED,0.3594,analytical_box4,run,0.5951,analytical_box4,STORED,0.21343310172813107,0.3534057841914602,,23,0.10524375000000002,0.21048750000000005,0.5110000000000002,,NMR_file_storage23,ICMS_file_storage23,,,,,,,,
,24,24_C2-0_Lung_allogenic_42days_170427_UKy_GCH_rep1,3.1621,4.8761,1.714,0.0971,analytical_box2,STORED,0.0876,analytical_box2,STORED,0.0943,analytical_box2,STORED,0.2014,analytical_box3,Used/Discarded,0.1942,analytical_box3,STORED,0.3821,analytical_box4,run,0.6198,analytical_box4,STORED,0.22292882147024504,0.36161026837806304,,24,0.107125,0.21425,0.5196999999999999,,NMR_file_storage24,ICMS_file_storage24,,,,,,,,
,25,25_B1-0_Lung_syngenic_7days_170427_UKy_GCH_rep1,3.1752,4.8849,1.7097000000000002,0.0958,analytical_box2,STORED,0.0927,analytical_box2,STORED,0.0944,analytical_box2,STORED,0.1955,analytical_box3,Used/Discarded,0.1636,analytical_box3,STORED,0.386,analytical_box4,run,0.6045,analytical_box4,STORED,0.22577060302977128,0.3535708018950693,,25,0.10685625000000001,0.21371250000000003,0.5338500000000002,,NMR_file_storage25,ICMS_file_storage25,,,,,,,,
,26,26_B1-1_Lung_syngenic_7days_170427_UKy_GCH_rep2,3.1742,4.8793,1.7050999999999998,0.094,analytical_box2,STORED,0.0973,analytical_box2,STORED,0.0929,analytical_box2,STORED,0.201,analytical_box3,Used/Discarded,0.1852,analytical_box3,STORED,0.3747,analytical_box4,run,0.6169,analytical_box4,STORED,0.21975250718432937,0.3617969620550115,,26,0.10656874999999999,0.21313749999999998,0.51735,,NMR_file_storage26,ICMS_file_storage26,,,,,,,,
,27,27_B1-2_Lung_syngenic_7days_170427_UKy_GCH_rep3,3.1611,4.7503,1.5892000000000004,0.0981,analytical_box2,STORED,0.0842,analytical_box2,STORED,0.0954,analytical_box2,STORED,0.2014,analytical_box3,Used/Discarded,0.1941,analytical_box3,STORED,0.3857,analytical_box4,run,0.3983,analytical_box4,STORED,0.24270072992700722,0.2506292474200855,,27,0.09932500000000002,0.19865000000000005,0.4580000000000002,,NMR_file_storage27,ICMS_file_storage27,,,,,,,,
,28,28_C1-1_Lung_allogenic_7days_170427_UKy_GCH_rep1,3.1533,4.8454,1.6920999999999995,0.098,analytical_box2,STORED,0.0927,analytical_box2,STORED,0.0923,analytical_box2,STORED,0.1882,analytical_box3,Used/Discarded,0.1935,analytical_box3,STORED,0.4157,analytical_box4,run,0.5495,analytical_box4,STORED,0.2456710596300456,0.3247444004491461,,28,0.10575624999999997,0.21151249999999994,0.5136999999999997,,NMR_file_storage28,ICMS_file_storage28,,,,,,,,
,29,29_C1-2_Lung_allogenic_7days_170427_UKy_GCH_rep2,3.1464,4.7547,1.6082999999999998,0.0975,analytical_box2,STORED,0.0889,analytical_box2,STORED,0.0985,analytical_box2,STORED,0.1969,analytical_box3,Used/Discarded,0.1939,analytical_box3,STORED,0.5284,analytical_box4,run,0.3984,analytical_box4,STORED,0.3285456693402972,0.24771497854877822,,29,0.10051874999999999,0.20103749999999998,0.46629999999999994,,NMR_file_storage29,ICMS_file_storage29,,,,,,,,
,30,30_C1-20_Lung_allogenic_7days_170427_UKy_GCH_rep3,3.162,4.8396,1.6776,0.0975,analytical_box2,STORED,0.1002,analytical_box2,STORED,0.0944,analytical_box2,STORED,0.189,analytical_box3,Used/Discarded,0.1908,analytical_box3,STORED,0.3879,analytical_box4,run,0.559,analytical_box4,STORED,0.23122317596566525,0.33321411540295665,,30,0.10485,0.2097,0.50285,,NMR_file_storage30,ICMS_file_storage30,,,,,,,,
,01,01_A0_SI_naive_0days_170427_UKy_GCH_rep1,3.1636,5.1284,1.9647999999999999,0.1019,analytical_box2,STORED,0.1044,analytical_box2,STORED,0.1041,analytical_box2,,0.1993,analytical_box3,Used/Discarded,0.196,analytical_box3,STORED,0.4062,analytical_box4,run,0.8529,analytical_box4,STORED,0.20673859934853422,0.43408998371335505,,01,0.12279999999999999,0.24559999999999998,0.6295499999999999,,NMR_file_storage31,ICMS_file_storage31,,,,,,,,
,02,02_A1_SI_naive_0days_170427_UKy_GCH_rep2,3.1582,4.8284,1.6702000000000004,0.0976,analytical_box2,STORED,0.1023,analytical_box2,STORED,0.1023,analytical_box2,,0.2014,analytical_box3,Used/Discarded,0.2035,analytical_box3,STORED,0.4087,analytical_box4,run,0.5544,analytical_box4,STORED,0.2447012333852233,0.3319362950544844,,02,0.10438750000000002,0.20877500000000004,0.48155000000000014,,NMR_file_storage32,ICMS_file_storage32,,,,,,,,
,03,03_A2_SI_naive_0days_170427_UKy_GCH_rep3,3.1226,4.6012,1.4786000000000006,0.1003,analytical_box2,STORED,0.1015,analytical_box2,STORED,0.0997,analytical_box2,,0.2098,analytical_box3,Used/Discarded,0.2069,analytical_box3,STORED,0.4066,analytical_box4,run,0.3538,analytical_box4,STORED,0.2749898552684971,0.23928040037873655,,03,0.09241250000000004,0.18482500000000007,0.3802000000000003,,NMR_file_storage33,ICMS_file_storage33,,,,,,,,
,04,04_B0_SI_syngenic_42days_170427_UKy_GCH_rep1,3.1259,4.707,1.5810999999999997,0.0975,analytical_box2,STORED,0.1006,analytical_box2,STORED,0.1004,analytical_box2,,0.1974,analytical_box3,Used/Discarded,0.1935,analytical_box3,STORED,0.4117,analytical_box4,run,0.48,analytical_box4,STORED,0.26038833723357163,0.30358611093542476,,04,0.09881874999999998,0.19763749999999997,0.44584999999999986,,NMR_file_storage34,ICMS_file_storage34,,,,,,,,
,05,05_B1_SI_syngenic_42days_170427_UKy_GCH_rep2,3.1485,4.8019,1.6534,0.0974,analytical_box2,STORED,0.1013,analytical_box2,STORED,0.1015,analytical_box2,,0.1977,analytical_box3,Used/Discarded,0.1935,analytical_box3,STORED,0.4121,analytical_box4,run,0.5499,analytical_box4,STORED,0.2492439820974961,0.3325873956695295,,05,0.1033375,0.206675,0.481,,NMR_file_storage35,ICMS_file_storage35,,,,,,,,
,06,06_B2_SI_syngenic_42days_170427_UKy_GCH_rep3,3.1635,4.0141,0.8506,0.0994,analytical_box2,STORED,0.0997,analytical_box2,STORED,0.0989,analytical_box2,,0.1943,analytical_box3,Used/Discarded,0.1944,analytical_box3,STORED,0.1639,analytical_box4,run,0,analytical_box4,,0.19268751469550904,0,,06,0.0531625,0.106325,0.08195000000000002,,NMR_file_storage36,ICMS_file_storage36,,,,,,,,
,07,07_C1-1_SI_allogenic_42days_170427_UKy_GCH_rep1,3.1564,4.8690999999999995,1.7126999999999994,0.1068,analytical_box2,STORED,0.1008,analytical_box2,STORED,0.1004,analytical_box2,,0.1933,analytical_box3,Used/Discarded,0.1925,analytical_box3,STORED,0.4186,analytical_box4,run,0.6003,analytical_box4,STORED,0.24440941203946995,0.35049921177088816,,07,0.10704374999999997,0.21408749999999993,0.5094499999999997,,NMR_file_storage37,ICMS_file_storage37,,,,,,,,
,08,08_C1-2_SI_allogenic_42days_170427_UKy_GCH_rep2,3.1517,4.8487,1.697,0.0974,analytical_box2,STORED,0.0999,analytical_box2,STORED,0.0959,analytical_box2,,0.1975,analytical_box3,Used/Discarded,0.1919,analytical_box3,STORED,0.4212,analytical_box4,run,0.5932,analytical_box4,STORED,0.24820271066588095,0.3495580436063641,,08,0.1060625,0.212125,0.5072000000000001,,NMR_file_storage38,ICMS_file_storage38,,,,,,,,
,09,09_C2-0_SI_allogenic_42days_170427_UKy_GCH_rep1,3.1532,4.9412,1.7880000000000003,0.1042,analytical_box2,STORED,0.0994,analytical_box2,STORED,0.0968,analytical_box2,,0.2044,analytical_box3,Used/Discarded,0.1948,analytical_box3,STORED,0.4195,analytical_box4,run,0.6689,analytical_box4,STORED,0.23461968680089482,0.37410514541387024,,09,0.11175000000000002,0.22350000000000003,0.5442000000000001,,NMR_file_storage39,ICMS_file_storage39,,,,,,,,
,10,10_B1-0_SI_syngenic_7days_170427_UKy_GCH_rep1,3.1624,4.5264,1.3639999999999999,0.1081,analytical_box2,STORED,0.1034,analytical_box2,STORED,0.0974,analytical_box2,,0.1982,analytical_box3,Used/Discarded,0.1964,analytical_box3,STORED,0.4268,analytical_box4,run,0.2337,analytical_box4,STORED,0.31290322580645163,0.1713343108504399,,10,0.08524999999999999,0.17049999999999998,0.33024999999999993,,NMR_file_storage40,ICMS_file_storage40,,,,,,,,
,11,11_B1-1_SI_syngenic_7days_170427_UKy_GCH_rep2,3.1396,4.4786,1.339,0.0975,analytical_box2,STORED,0.0999,analytical_box2,STORED,0.097,analytical_box2,,0.1932,analytical_box3,Used/Discarded,0.1956,analytical_box3,STORED,0.4188,analytical_box4,run,0.237,analytical_box4,STORED,0.31277072442120984,0.17699775952203137,,11,0.0836875,0.167375,0.32789999999999997,,NMR_file_storage41,ICMS_file_storage41,,,,,,,,
,12,12_B1-2_SI_syngenic_7days_170427_UKy_GCH_rep3,3.1594,4.8362,1.6767999999999996,0.1023,analytical_box2,STORED,0.1039,analytical_box2,STORED,0.1068,analytical_box2,,0.1985,analytical_box3,Used/Discarded,0.1974,analytical_box3,STORED,0.4225,analytical_box4,run,0.5454,analytical_box4,STORED,0.25196803435114506,0.32526240458015276,,12,0.10479999999999998,0.20959999999999995,0.48394999999999977,,NMR_file_storage42,ICMS_file_storage42,,,,,,,,
,13,13_C1-1_SI_allogenic_7days_170427_UKy_GCH_rep1,3.1643,4.044,0.8796999999999997,0.0966,analytical_box2,STORED,0.101,analytical_box2,STORED,0.0989,analytical_box2,,0.192,analytical_box3,Used/Discarded,0.193,analytical_box3,STORED,0.1982,analytical_box4,run,0,analytical_box4,,0.22530408093668303,0,,13,0.05498124999999998,0.10996249999999996,0.09909999999999985,,NMR_file_storage43,ICMS_file_storage43,,,,,,,,
,14,14_C1-2_SI_allogenic_7days_170427_UKy_GCH_rep2,3.1876,4.8426,1.6549999999999998,0.1011,analytical_box2,STORED,0.0992,analytical_box2,STORED,0.0982,analytical_box2,,0.1919,analytical_box3,Used/Discarded,0.1953,analytical_box3,STORED,0.4114,analytical_box4,run,0.5579,analytical_box4,STORED,0.24858006042296074,0.3370996978851964,,14,0.10343749999999999,0.20687499999999998,0.4846499999999999,,NMR_file_storage44,ICMS_file_storage44,,,,,,,,
,15,15_C1-20_SI_allogenic_7days_170427_UKy_GCH_rep3,3.159,4.0611,0.9020999999999999,0.0992,analytical_box2,STORED,0.1047,analytical_box2,STORED,0.1022,analytical_box2,,0.1952,analytical_box3,Used/Discarded,0.1945,analytical_box3,STORED,0.2063,analytical_box4,run,0,analytical_box4,,0.2286886154528323,0,,15,0.056381249999999994,0.11276249999999999,0.10314999999999996,,NMR_file_storage45,ICMS_file_storage45,,,,,,,,
,01,01_A0_Colon_naive_0days_170427_UKy_GCH_rep1,3.1676,4.1533,0.9856999999999996,0.1032,analytical_box2,STORED,0.111,analytical_box2,STORED,0.1142,analytical_box2,,0.2521,analytical_box3,Used/Discarded,0.2218,analytical_box3,STORED,0.1834,analytical_box4,run,0,analytical_box4,,0.18606066754590656,0,,01,0.061606249999999974,0.12321249999999995,0.09169999999999978,,NMR_file_storage46,ICMS_file_storage46,,,,,,,,
,02,02_A1_Colon_naive_0days_170427_UKy_GCH_rep2,3.1782,4.399699999999999,1.2214999999999994,0.1232,analytical_box2,STORED,0.1033,analytical_box2,STORED,0.1174,analytical_box2,,0.2293,analytical_box3,Used/Discarded,0.2267,analytical_box3,STORED,0.4216,analytical_box4,run,0,analytical_box4,,0.3451494064674582,0,,02,0.07634374999999996,0.15268749999999992,0.2107999999999997,,NMR_file_storage47,ICMS_file_storage47,,,,,,,,
,03,03_A2_Colon_naive_0days_170427_UKy_GCH_rep3,3.1661,4.2387,1.0725999999999996,0.1005,analytical_box2,STORED,0.0828,analytical_box2,STORED,0.0975,analytical_box2,,0.2166,analytical_box3,Used/Discarded,0.2089,analytical_box3,STORED,0.3663,analytical_box4,run,0,analytical_box4,,0.341506619429424,0,,03,0.06703749999999997,0.13407499999999994,0.18314999999999976,,NMR_file_storage48,ICMS_file_storage48,,,,,,,,
,04,04_B0_Colon_syngenic_42days_170427_UKy_GCH_rep1,3.1579,4.587300000000001,1.4294000000000007,0.1223,analytical_box2,STORED,0.12,analytical_box2,STORED,0.1184,analytical_box2,,0.1767,analytical_box3,Used/Discarded,0.1597,analytical_box3,STORED,0.4553,analytical_box4,run,0.277,analytical_box4,STORED,0.31852525535189574,0.19378760319014965,,04,0.08933750000000004,0.17867500000000008,0.3661500000000003,,NMR_file_storage49,ICMS_file_storage49,,,,,,,,
,05,05_B1_Colon_syngenic_42days_170427_UKy_GCH_rep2,3.1645,4.3278,1.1633,0.0887,analytical_box2,STORED,0.0764,analytical_box2,STORED,0.0717,analytical_box2,,0.1536,analytical_box3,Used/Discarded,0.1448,analytical_box3,STORED,0.4156,analytical_box4,run,0.2125,analytical_box4,STORED,0.35725952033009545,0.18266999054414165,,05,0.07270625,0.1454125,0.31405,,NMR_file_storage50,ICMS_file_storage50,,,,,,,,
,06,06_B2_Colon_syngenic_42days_170427_UKy_GCH_rep3,3.1435,4.291,1.1475000000000004,0.0821,analytical_box2,STORED,0.0844,analytical_box2,STORED,0.0822,analytical_box2,,0.1444,analytical_box3,Used/Discarded,0.1578,analytical_box3,STORED,0.3947,analytical_box4,run,0.2019,analytical_box4,STORED,0.3439651416122003,0.1759477124183006,,06,0.07171875000000003,0.14343750000000005,0.29830000000000023,,NMR_file_storage51,ICMS_file_storage51,,,,,,,,
,07,07_C1-1_Colon_allogenic_42days_170427_UKy_GCH_rep1,3.1664,4.3953,1.2288999999999999,0.096,analytical_box2,STORED,0.1058,analytical_box2,STORED,0.103,analytical_box2,,0.2263,analytical_box3,Used/Discarded,0.2076,analytical_box3,STORED,0.44,analytical_box4,run,0.0502,analytical_box4,STORED,0.3580437789893401,0.04084954023923835,,07,0.07680624999999999,0.15361249999999999,0.24509999999999993,,NMR_file_storage52,ICMS_file_storage52,,,,,,,,
,08,08_C1-2_Colon_allogenic_42days_170427_UKy_GCH_rep2,3.1517,4.4935,1.3418,0.098,analytical_box2,STORED,0.1061,analytical_box2,STORED,0.1059,analytical_box2,,0.2041,analytical_box3,Used/Discarded,0.2023,analytical_box3,STORED,0.4402,analytical_box4,run,0.1852,analytical_box4,STORED,0.3280667759725741,0.1380235504546132,,08,0.0838625,0.167725,0.31270000000000003,,NMR_file_storage53,ICMS_file_storage53,,,,,,,,
,09,09_C2-0_Colon_allogenic_42days_170427_UKy_GCH_rep1,3.1552,4.5847999999999995,1.4295999999999998,0.0983,analytical_box2,STORED,0.1031,analytical_box2,STORED,0.1022,analytical_box2,,0.2026,analytical_box3,Used/Discarded,0.1998,analytical_box3,STORED,0.4197,analytical_box4,run,0.3039,analytical_box4,STORED,0.2935786233911584,0.21257694459988813,,09,0.08934999999999998,0.17869999999999997,0.3617999999999999,,NMR_file_storage54,ICMS_file_storage54,,,,,,,,
,10,10_B1-0_Colon_syngenic_7days_170427_UKy_GCH_rep1,3.1523,4.3792,1.2269,0.1026,analytical_box2,STORED,0.1054,analytical_box2,STORED,0.1028,analytical_box2,,0.2091,analytical_box3,Used/Discarded,0.2011,analytical_box3,STORED,0.4526,analytical_box4,run,0.0533,analytical_box4,STORED,0.36889722063737873,0.04344282337598826,,10,0.07668125,0.1533625,0.25295,,NMR_file_storage55,ICMS_file_storage55,,,,,,,,
,11,11_B1-1_Colon_syngenic_7days_170427_UKy_GCH_rep2,3.1366,4.4519,1.3153000000000001,0.1019,analytical_box2,STORED,0.1023,analytical_box2,STORED,0.1003,analytical_box2,,0.2023,analytical_box3,Used/Discarded,0.1991,analytical_box3,STORED,0.4494,analytical_box4,run,0.16,analytical_box4,STORED,0.34167110164981374,0.12164525203375655,,11,0.08220625000000001,0.16441250000000002,0.3047000000000001,,NMR_file_storage56,ICMS_file_storage56,,,,,,,,
